# BUSCO version is: 5.7.1 
# The lineage dataset is: embryophyta_odb10 (Creation date: 2020-09-10, number of genomes: 50, number of BUSCOs: 1614)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
111493at3193	Complete	ptg000004l	4363560	4359130	-	532.9	286	https://www.orthodb.org/v10?query=111493at3193	Winged helix-like DNA-binding domain superfamily
111634at3193	Complete	ptg000001l	16592960	16588497	-	536.3	282	https://www.orthodb.org/v10?query=111634at3193	Haem peroxidase
111709at3193	Complete	ptg000019l	13602615	13581083	-	571.6	312	https://www.orthodb.org/v10?query=111709at3193	SH3 domain-containing protein 3
111753at3193	Complete	ptg000022l	18696477	18698879	+	533.6	336	https://www.orthodb.org/v10?query=111753at3193	BAHD acyltransferase DCR
111918at3193	Complete	ptg000029l	25470794	25466939	-	462.5	277	https://www.orthodb.org/v10?query=111918at3193	calcium sensing receptor, chloroplastic
111949at3193	Complete	ptg000010l	6606128	6614312	+	487.1	229	https://www.orthodb.org/v10?query=111949at3193	protein TRIGALACTOSYLDIACYLGLYCEROL 3, chloroplastic
112185at3193	Complete	ptg000028l	6576841	6588992	+	734.3	367	https://www.orthodb.org/v10?query=112185at3193	Protein of unknown function DUF1350
112291at3193	Complete	ptg000009l	36707157	36709887	+	499.7	257	https://www.orthodb.org/v10?query=112291at3193	Pectinesterase
112507at3193	Complete	ptg000005l	669578	664915	-	558.5	339	https://www.orthodb.org/v10?query=112507at3193	DnaJ domain
112609at3193	Complete	ptg000030l	2517657	2523094	+	377.0	299	https://www.orthodb.org/v10?query=112609at3193	F-box/kelch-repeat protein OR23
112709at3193	Complete	ptg000020l	4356107	4357943	+	683.7	442	https://www.orthodb.org/v10?query=112709at3193	uncharacterized protein LOC110911356
112828at3193	Complete	ptg000006l	8756274	8759327	+	514.2	312	https://www.orthodb.org/v10?query=112828at3193	uncharacterized protein At2g39910
113209at3193	Complete	ptg000024l	6727702	6737428	+	468.4	249	https://www.orthodb.org/v10?query=113209at3193	Alpha/Beta hydrolase fold
113230at3193	Complete	ptg000007l	190509	207818	+	628.0	332	https://www.orthodb.org/v10?query=113230at3193	Ubiquitin domain
113276at3193	Complete	ptg000005l	20351014	20344534	-	490.3	270	https://www.orthodb.org/v10?query=113276at3193	ATP-dependent (S)-NAD(P)H-hydrate dehydratase
113485at3193	Complete	ptg000026l	11571970	11569350	-	407.2	255	https://www.orthodb.org/v10?query=113485at3193	VAN3-binding protein-like
113514at3193	Complete	ptg000011l	9203690	9208005	+	529.4	293	https://www.orthodb.org/v10?query=113514at3193	protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha
113571at3193	Complete	ptg000004l	27669845	27667289	-	316.9	252	https://www.orthodb.org/v10?query=113571at3193	PLAT/LH2 domain containing protein
113591at3193	Complete	ptg000018l	3701095	3675202	-	549.7	334	https://www.orthodb.org/v10?query=113591at3193	AAR2, C-terminal
113683at3193	Complete	ptg000006l	4571403	4582188	+	534.2	285	https://www.orthodb.org/v10?query=113683at3193	Alpha/Beta hydrolase fold
113964at3193	Complete	ptg000009l	26065235	26061396	-	558.8	269	https://www.orthodb.org/v10?query=113964at3193	WD40-repeat-containing domain
114122at3193	Complete	ptg000022l	9500927	9504246	+	431.6	260	https://www.orthodb.org/v10?query=114122at3193	PPM-type phosphatase domain
114237at3193	Duplicated	ptg000008l	7132874	7134386	+	660.6	381	https://www.orthodb.org/v10?query=114237at3193	pentatricopeptide repeat-containing protein PNM1, mitochondrial
114237at3193	Duplicated	ptg000008l	7917382	7915511	-	624.9	381	https://www.orthodb.org/v10?query=114237at3193	pentatricopeptide repeat-containing protein PNM1, mitochondrial
114367at3193	Complete	ptg000029l	32411351	32401638	-	416.0	263	https://www.orthodb.org/v10?query=114367at3193	WD40/YVTN repeat-like-containing domain superfamily
114420at3193	Complete	ptg000019l	23859863	23849963	-	513.7	315	https://www.orthodb.org/v10?query=114420at3193	Leucine-rich repeat
114533at3193	Complete	ptg000029l	18193236	18203051	+	537.1	287	https://www.orthodb.org/v10?query=114533at3193	peroxisome biogenesis factor 10
114571at3193	Complete	ptg000020l	9109832	9114184	+	502.5	305	https://www.orthodb.org/v10?query=114571at3193	zinc finger HIT domain-containing protein 2
115044at3193	Complete	ptg000001l	5624395	5625775	+	399.2	237	https://www.orthodb.org/v10?query=115044at3193	Peptidyl-prolyl cis-trans isomerase
115172at3193	Complete	ptg000009l	37359224	37353872	-	525.2	270	https://www.orthodb.org/v10?query=115172at3193	Protein phosphatase methylesterase 1
115278at3193	Complete	ptg000026l	5983510	5988896	+	468.8	302	https://www.orthodb.org/v10?query=115278at3193	BRCA1-A complex subunit BRE
115377at3193	Complete	ptg000008l	4952850	4947716	-	555.4	296	https://www.orthodb.org/v10?query=115377at3193	ATP-dependent zinc metalloprotease
115437at3193	Complete	ptg000004l	3280667	3285817	+	425.4	257	https://www.orthodb.org/v10?query=115437at3193	mRNA cap guanine-N7 methyltransferase 2 isoform X1
115533at3193	Complete	ptg000028l	8149578	8135191	-	557.9	311	https://www.orthodb.org/v10?query=115533at3193	Ribosome biogenesis GTPase RsgA
115537at3193	Complete	ptg000028l	2424439	2423068	-	590.8	338	https://www.orthodb.org/v10?query=115537at3193	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1
115592at3193	Complete	ptg000020l	10229459	10245658	+	1075.0	712	https://www.orthodb.org/v10?query=115592at3193	HEAT repeat-containing protein 6 isoform X1
115652at3193	Complete	ptg000007l	4909831	4919300	+	446.6	267	https://www.orthodb.org/v10?query=115652at3193	protein SEH1
115681at3193	Complete	ptg000001l	4491084	4469372	-	444.4	240	https://www.orthodb.org/v10?query=115681at3193	PPM-type phosphatase domain
115901at3193	Complete	ptg000009l	36977990	36974499	-	474.4	287	https://www.orthodb.org/v10?query=115901at3193	Glutamate NMDA receptor subunit epsilon-1, putative (DUF3598)
115953at3193	Complete	ptg000021l	1764285	1768234	+	553.5	323	https://www.orthodb.org/v10?query=115953at3193	Calycin
116175at3193	Complete	ptg000004l	369154	361252	-	517.7	455	https://www.orthodb.org/v10?query=116175at3193	protein gamma response 1
116353at3193	Complete	ptg000009l	32824080	32819905	-	560.0	311	https://www.orthodb.org/v10?query=116353at3193	Armadillo-type fold
116432at3193	Complete	ptg000009l	14746027	14710627	-	423.7	238	https://www.orthodb.org/v10?query=116432at3193	uncharacterized protein HI_0077
116868at3193	Complete	ptg000001l	9502021	9507877	+	459.4	241	https://www.orthodb.org/v10?query=116868at3193	G-protein coupled receptor 1
116963at3193	Complete	ptg000001l	2297676	2294853	-	415.6	268	https://www.orthodb.org/v10?query=116963at3193	DHH phosphoesterase superfamily
117028at3193	Complete	ptg000029l	4915809	4920005	+	556.6	300	https://www.orthodb.org/v10?query=117028at3193	Histone deacetylase
117072at3193	Complete	ptg000010l	6126791	6108351	-	495.3	314	https://www.orthodb.org/v10?query=117072at3193	adenine DNA glycosylase
117318at3193	Complete	ptg000005l	10014400	10033163	+	319.4	214	https://www.orthodb.org/v10?query=117318at3193	glutamyl-tRNA reductase-binding protein, chloroplastic
117321at3193	Complete	ptg000037l	2810992	2806733	-	514.5	267	https://www.orthodb.org/v10?query=117321at3193	putative deoxyribonuclease TATDN1
117785at3193	Complete	ptg000014l	3119359	3115558	-	549.3	278	https://www.orthodb.org/v10?query=117785at3193	probable isoaspartyl peptidase/L-asparaginase 3 isoform X1
117788at3193	Complete	ptg000004l	6715693	6713168	-	307.6	200	https://www.orthodb.org/v10?query=117788at3193	Leucine-rich repeat
117882at3193	Duplicated	ptg000029l	34217572	34213965	-	521.4	333	https://www.orthodb.org/v10?query=117882at3193	FAD dependent oxidoreductase
117882at3193	Duplicated	ptg000029l	34234061	34230458	-	521.0	333	https://www.orthodb.org/v10?query=117882at3193	FAD dependent oxidoreductase
118094at3193	Complete	ptg000028l	3036801	3032344	-	506.9	275	https://www.orthodb.org/v10?query=118094at3193	ubiquitin-like domain-containing CTD phosphatase
118287at3193	Complete	ptg000012l	11090046	11086262	-	408.4	221	https://www.orthodb.org/v10?query=118287at3193	Uracil-DNA glycosylase
118313at3193	Complete	ptg000032l	6875232	6871920	-	549.1	290	https://www.orthodb.org/v10?query=118313at3193	quinone oxidoreductase-like protein 2 homolog
118398at3193	Complete	ptg000015l	4475598	4471530	-	571.9	349	https://www.orthodb.org/v10?query=118398at3193	Cytoplasmic tRNA 2-thiolation protein 2
118639at3193	Complete	ptg000004l	153838	158107	+	396.3	265	https://www.orthodb.org/v10?query=118639at3193	protein N-terminal asparagine amidohydrolase
118755at3193	Complete	ptg000013l	16426849	16440643	+	431.3	267	https://www.orthodb.org/v10?query=118755at3193	tRNA binding
119040at3193	Complete	ptg000026l	3746709	3781285	+	558.3	308	https://www.orthodb.org/v10?query=119040at3193	Peptide chain release factor 1
119090at3193	Complete	ptg000009l	33165032	33149693	-	484.9	287	https://www.orthodb.org/v10?query=119090at3193	Formyl transferase, C-terminal
119120at3193	Complete	ptg000009l	34314292	34308951	-	686.3	372	https://www.orthodb.org/v10?query=119120at3193	uncharacterized RNA methyltransferase pc1998
119341at3193	Duplicated	ptg000022l	6516286	6511498	-	492.5	250	https://www.orthodb.org/v10?query=119341at3193	1,4-dihydroxy-2-naphthoyl-CoA synthase
119341at3193	Duplicated	ptg000022l	6534134	6538460	+	486.8	249	https://www.orthodb.org/v10?query=119341at3193	1,4-dihydroxy-2-naphthoyl-CoA synthase
119367at3193	Complete	ptg000006l	6336792	6338725	+	540.4	283	https://www.orthodb.org/v10?query=119367at3193	Cysteine peptidase, cysteine active site
119415at3193	Complete	ptg000016l	13374659	13386566	+	560.5	277	https://www.orthodb.org/v10?query=119415at3193	Protein-ribulosamine 3-kinase, chloroplastic
119747at3193	Complete	ptg000013l	25193820	25186056	-	375.9	214	https://www.orthodb.org/v10?query=119747at3193	iron-sulfur protein NUBPL
120142at3193	Complete	ptg000028l	2287290	2288724	+	528.6	348	https://www.orthodb.org/v10?query=120142at3193	phytoene dehydrogenase, chloroplastic/chromoplastic
120194at3193	Complete	ptg000029l	1452480	1455409	+	425.9	244	https://www.orthodb.org/v10?query=120194at3193	dehydrogenase/reductase SDR family member 12
120357at3193	Complete	ptg000028l	7565091	7552226	-	451.8	244	https://www.orthodb.org/v10?query=120357at3193	Metal-dependent hydrolase
120589at3193	Complete	ptg000004l	5975766	5985264	+	518.1	275	https://www.orthodb.org/v10?query=120589at3193	GTP binding
120627at3193	Complete	ptg000004l	3023561	3024548	+	325.0	206	https://www.orthodb.org/v10?query=120627at3193	Cytochrome P450 family protein
120714at3193	Complete	ptg000004l	2373852	2355399	-	524.5	272	https://www.orthodb.org/v10?query=120714at3193	Leucine carboxyl methyltransferase 1 homolog
120718at3193	Duplicated	ptg000019l	24570702	24576573	+	365.2	253	https://www.orthodb.org/v10?query=120718at3193	lipid droplet-associated hydrolase isoform X1
120718at3193	Duplicated	ptg000019l	24585546	24591399	+	354.9	253	https://www.orthodb.org/v10?query=120718at3193	lipid droplet-associated hydrolase isoform X1
120730at3193	Complete	ptg000004l	4193737	4201322	+	425.1	222	https://www.orthodb.org/v10?query=120730at3193	Short-chain dehydrogenase/reductase, conserved site
120820at3193	Complete	ptg000009l	17955406	17917945	-	474.4	273	https://www.orthodb.org/v10?query=120820at3193	DTW
120972at3193	Complete	ptg000027l	558456	562222	+	509.9	276	https://www.orthodb.org/v10?query=120972at3193	L-galactose dehydrogenase
121132at3193	Complete	ptg000019l	15922224	15920258	-	508.9	279	https://www.orthodb.org/v10?query=121132at3193	nuclear inhibitor of protein phosphatase 1
121315at3193	Complete	ptg000018l	2428168	2470889	+	615.7	349	https://www.orthodb.org/v10?query=121315at3193	tRNA pseudouridine synthase B
121323at3193	Complete	ptg000007l	1107135	1094839	-	264.5	178	https://www.orthodb.org/v10?query=121323at3193	DTW
121345at3193	Complete	ptg000007l	3203887	3206569	+	441.4	210	https://www.orthodb.org/v10?query=121345at3193	ATP-dependent Clp protease proteolytic subunit
121419at3193	Complete	ptg000028l	3069019	3061402	-	389.3	243	https://www.orthodb.org/v10?query=121419at3193	protein EI24 homolog
121531at3193	Duplicated	ptg000007l	6048442	6050717	+	436.5	217	https://www.orthodb.org/v10?query=121531at3193	ATP-dependent Clp protease proteolytic subunit
121531at3193	Duplicated	ptg000020l	10613917	10618843	+	436.4	217	https://www.orthodb.org/v10?query=121531at3193	ATP-dependent Clp protease proteolytic subunit
121539at3193	Complete	ptg000011l	20054710	20047873	-	501.0	278	https://www.orthodb.org/v10?query=121539at3193	Tetratricopeptide repeat
121573at3193	Complete	ptg000028l	7921164	7924113	+	394.0	246	https://www.orthodb.org/v10?query=121573at3193	alpha-ketoglutarate-dependent dioxygenase alkB
121638at3193	Complete	ptg000009l	33672634	33677225	+	493.5	278	https://www.orthodb.org/v10?query=121638at3193	zinc transporter 5
121882at3193	Complete	ptg000004l	10751133	10766841	+	427.2	282	https://www.orthodb.org/v10?query=121882at3193	DNA repair protein RAD51 homolog 2 isoform X1
121964at3193	Missing
121971at3193	Complete	ptg000034l	2737877	2739458	+	404.7	332	https://www.orthodb.org/v10?query=121971at3193	BTB/POZ domain-containing protein At3g09030
122353at3193	Duplicated	ptg000021l	17356528	17346534	-	554.6	270	https://www.orthodb.org/v10?query=122353at3193	N-carbamoylputrescine amidase
122353at3193	Duplicated	ptg000004l	21566106	21561242	-	547.6	270	https://www.orthodb.org/v10?query=122353at3193	N-carbamoylputrescine amidase
122450at3193	Complete	ptg000010l	4802538	4818360	+	409.2	453	https://www.orthodb.org/v10?query=122450at3193	U11/U12 small nuclear ribonucleoprotein 48 kDa protein
122462at3193	Complete	ptg000034l	2497429	2503817	+	573.3	345	https://www.orthodb.org/v10?query=122462at3193	protein root UVB sensitive 5 isoform X1
122476at3193	Duplicated	ptg000009l	30902635	30910771	+	743.1	524	https://www.orthodb.org/v10?query=122476at3193	protein RIK isoform X1
122476at3193	Duplicated	ptg000018l	4998283	4987105	-	656.9	434	https://www.orthodb.org/v10?query=122476at3193	protein RIK isoform X1
122548at3193	Complete	ptg000026l	12477284	12481498	+	485.0	283	https://www.orthodb.org/v10?query=122548at3193	ribosomal RNA small subunit methyltransferase H
122737at3193	Complete	ptg000026l	4432325	4435216	+	409.5	254	https://www.orthodb.org/v10?query=122737at3193	mitotic spindle checkpoint protein BUBR1
122934at3193	Complete	ptg000029l	25731732	25737815	+	531.0	328	https://www.orthodb.org/v10?query=122934at3193	Zinc finger, C3HC-like
123110at3193	Complete	ptg000003l	2409113	2407505	-	518.9	403	https://www.orthodb.org/v10?query=123110at3193	Tetratricopeptide repeat
123218at3193	Complete	ptg000020l	440911	444099	+	314.4	207	https://www.orthodb.org/v10?query=123218at3193	Regulatory protein recX
123292at3193	Complete	ptg000009l	6289334	6285077	-	566.1	305	https://www.orthodb.org/v10?query=123292at3193	Methylthioribose-1-phosphate isomerase
123327at3193	Complete	ptg000021l	22555996	22509381	-	539.8	267	https://www.orthodb.org/v10?query=123327at3193	Alpha/Beta hydrolase fold
123351at3193	Complete	ptg000004l	22649641	22658238	+	557.0	328	https://www.orthodb.org/v10?query=123351at3193	tRNA dimethylallyltransferase 2 isoform X1
123400at3193	Complete	ptg000012l	24652302	24655796	+	394.0	238	https://www.orthodb.org/v10?query=123400at3193	Oxidoreductase-like
123454at3193	Complete	ptg000009l	35973998	36002002	+	379.0	205	https://www.orthodb.org/v10?query=123454at3193	16S rRNA (Guanine(966)-N(2))-methyltransferase
123630at3193	Complete	ptg000011l	4835247	4845568	+	511.9	283	https://www.orthodb.org/v10?query=123630at3193	S1 domain
123784at3193	Complete	ptg000020l	4760611	4772202	+	715.2	460	https://www.orthodb.org/v10?query=123784at3193	chaperone protein dnaJ 13
123874at3193	Complete	ptg000009l	139653	135828	-	621.3	314	https://www.orthodb.org/v10?query=123874at3193	Heme-binding-like protein, chloroplastic
123957at3193	Complete	ptg000013l	26269176	26272803	+	639.3	374	https://www.orthodb.org/v10?query=123957at3193	Lipid-A-disaccharide synthase
124053at3193	Complete	ptg000016l	13103197	13099475	-	431.8	253	https://www.orthodb.org/v10?query=124053at3193	methionine adenosyltransferase 2 subunit beta
124129at3193	Complete	ptg000012l	374675	373146	-	417.3	253	https://www.orthodb.org/v10?query=124129at3193	2-oxoglutarate-iron(II)-dependent oxygenase
124441at3193	Duplicated	ptg000027l	1005301	1009934	+	411.5	237	https://www.orthodb.org/v10?query=124441at3193	TIP41-like protein
124441at3193	Duplicated	ptg000028l	85576	78508	-	414.8	230	https://www.orthodb.org/v10?query=124441at3193	TIP41-like protein
124441at3193	Duplicated	ptg000035l	1279918	1273132	-	414.8	230	https://www.orthodb.org/v10?query=124441at3193	TIP41-like protein
124504at3193	Complete	ptg000006l	6430345	6427465	-	498.9	278	https://www.orthodb.org/v10?query=124504at3193	RNA-binding S4 domain
124542at3193	Complete	ptg000019l	18722589	18732002	+	452.1	240	https://www.orthodb.org/v10?query=124542at3193	(2R)-phospho-3-sulpholactate synthase, ComA
124618at3193	Complete	ptg000020l	1976457	1974160	-	447.8	221	https://www.orthodb.org/v10?query=124618at3193	chloroplastic lipocalin
124686at3193	Complete	ptg000014l	6274635	6269308	-	600.3	342	https://www.orthodb.org/v10?query=124686at3193	GTP-binding protein At3g49725, chloroplastic
125141at3193	Complete	ptg000026l	14027869	14024355	-	690.2	424	https://www.orthodb.org/v10?query=125141at3193	zinc finger CCCH domain-containing protein 18
125213at3193	Complete	ptg000006l	7946270	7949602	+	333.7	239	https://www.orthodb.org/v10?query=125213at3193	Haem oxygenase HugZ-like superfamily
125543at3193	Complete	ptg000004l	1001049	997039	-	514.9	314	https://www.orthodb.org/v10?query=125543at3193	Cytochrome C oxidase subunit
125595at3193	Complete	ptg000004l	3694671	3690896	-	447.7	247	https://www.orthodb.org/v10?query=125595at3193	Ribonuclease
125597at3193	Fragmented	ptg000026l	8656161	8664922	+	320.4	176	https://www.orthodb.org/v10?query=125597at3193	GPN-loop GTPase
125653at3193	Duplicated	ptg000004l	6449405	6451353	+	536.8	254	https://www.orthodb.org/v10?query=125653at3193	malonyl CoA-acyl carrier protein transacylase
125653at3193	Duplicated	ptg000021l	5902391	5904320	+	535.1	253	https://www.orthodb.org/v10?query=125653at3193	malonyl CoA-acyl carrier protein transacylase
126110at3193	Complete	ptg000004l	24866513	24856326	-	471.1	288	https://www.orthodb.org/v10?query=126110at3193	THUMP domain-containing protein 1 homolog
126310at3193	Complete	ptg000028l	3608835	3613377	+	375.9	223	https://www.orthodb.org/v10?query=126310at3193	Proteasome assembly chaperone 2
126380at3193	Complete	ptg000039l	4803772	4807354	+	528.0	319	https://www.orthodb.org/v10?query=126380at3193	RNA (C5-cytosine) methyltransferase
126415at3193	Duplicated	ptg000035l	598156	602110	+	516.2	266	https://www.orthodb.org/v10?query=126415at3193	tRNA pseudouridine synthase
126415at3193	Duplicated	ptg000027l	1422158	1417283	-	512.4	266	https://www.orthodb.org/v10?query=126415at3193	tRNA pseudouridine synthase
126677at3193	Complete	ptg000037l	1430809	1427553	-	392.7	254	https://www.orthodb.org/v10?query=126677at3193	AP2-like ethylene-responsive transcription factor At2g41710
126918at3193	Complete	ptg000001l	11061924	11041637	-	446.1	230	https://www.orthodb.org/v10?query=126918at3193	5'-3' exonuclease
127141at3193	Complete	ptg000004l	3882064	3876246	-	471.7	267	https://www.orthodb.org/v10?query=127141at3193	Uricase
127216at3193	Duplicated	ptg000009l	38067742	38072233	+	472.9	356	https://www.orthodb.org/v10?query=127216at3193	Zinc finger, RING-type
127216at3193	Duplicated	ptg000018l	441325	436792	-	501.9	355	https://www.orthodb.org/v10?query=127216at3193	Zinc finger, RING-type
127316at3193	Complete	ptg000038l	4423064	4421768	-	582.4	337	https://www.orthodb.org/v10?query=127316at3193	protein ROOT PRIMORDIUM DEFECTIVE 1
127464at3193	Complete	ptg000030l	1347776	1344348	-	455.5	294	https://www.orthodb.org/v10?query=127464at3193	tetratricopeptide repeat protein 4 homolog
127528at3193	Complete	ptg000002l	4522508	4517111	-	539.6	318	https://www.orthodb.org/v10?query=127528at3193	protein ROOT PRIMORDIUM DEFECTIVE 1
127764at3193	Complete	ptg000018l	939299	902210	-	475.1	255	https://www.orthodb.org/v10?query=127764at3193	putative methyltransferase At1g22800
127774at3193	Complete	ptg000022l	15509283	15555579	+	438.9	235	https://www.orthodb.org/v10?query=127774at3193	Phospholipid scramblase
127775at3193	Complete	ptg000021l	22185467	22176235	-	412.7	249	https://www.orthodb.org/v10?query=127775at3193	probable plastid-lipid-associated protein 12, chloroplastic
127800at3193	Complete	ptg000019l	11567978	11559928	-	437.6	249	https://www.orthodb.org/v10?query=127800at3193	3-hydroxyisobutyrate dehydrogenase
127808at3193	Complete	ptg000006l	7398305	7415578	+	459.0	243	https://www.orthodb.org/v10?query=127808at3193	Carbon-nitrogen hydrolase
127985at3193	Complete	ptg000015l	3944362	3940197	-	444.7	226	https://www.orthodb.org/v10?query=127985at3193	ATP-dependent Clp protease proteolytic subunit
128124at3193	Complete	ptg000016l	17757210	17768871	+	536.9	355	https://www.orthodb.org/v10?query=128124at3193	CLK4-associating serine/arginine rich protein
128179at3193	Duplicated	ptg000020l	3827317	3818621	-	581.0	313	https://www.orthodb.org/v10?query=128179at3193	zinc-type alcohol dehydrogenase-like protein C16A3.02c
128179at3193	Duplicated	ptg000007l	2082521	2079101	-	578.8	313	https://www.orthodb.org/v10?query=128179at3193	zinc-type alcohol dehydrogenase-like protein C16A3.02c
128218at3193	Complete	ptg000026l	12994956	12991151	-	433.2	249	https://www.orthodb.org/v10?query=128218at3193	tRNA (cytosine(38)-C(5))-methyltransferase isoform X1
128312at3193	Duplicated	ptg000023l	11583805	11589043	+	436.7	373	https://www.orthodb.org/v10?query=128312at3193	Eukaryotic translation initiation factor-related, putative isoform 1
128312at3193	Duplicated	ptg000023l	11595308	11604536	+	437.6	367	https://www.orthodb.org/v10?query=128312at3193	Eukaryotic translation initiation factor-related, putative isoform 1
128656at3193	Complete	ptg000021l	5905564	5908635	+	445.9	240	https://www.orthodb.org/v10?query=128656at3193	PPM-type phosphatase domain
128674at3193	Complete	ptg000001l	1463982	1457517	-	389.4	285	https://www.orthodb.org/v10?query=128674at3193	protein MULTIPOLAR SPINDLE 1
128799at3193	Complete	ptg000034l	2189326	2168996	-	454.6	228	https://www.orthodb.org/v10?query=128799at3193	protein SCO1 homolog 1, mitochondrial
129010at3193	Complete	ptg000020l	13168585	13178324	+	540.4	315	https://www.orthodb.org/v10?query=129010at3193	SUF system FeS cluster assembly, SufBD
129029at3193	Complete	ptg000018l	2432582	2436082	+	584.7	325	https://www.orthodb.org/v10?query=129029at3193	RNA-binding, CRM domain
129063at3193	Complete	ptg000019l	25925340	25916836	-	369.0	211	https://www.orthodb.org/v10?query=129063at3193	FMN-binding split barrel
129341at3193	Complete	ptg000012l	20535298	20543181	+	479.8	271	https://www.orthodb.org/v10?query=129341at3193	Aspartate/glutamate/uridylate kinase
129527at3193	Complete	ptg000020l	4628837	4630500	+	353.8	222	https://www.orthodb.org/v10?query=129527at3193	NAD kinase
129584at3193	Complete	ptg000029l	34967548	34970104	+	329.1	254	https://www.orthodb.org/v10?query=129584at3193	Smr domain
129671at3193	Complete	ptg000006l	7005971	6986533	-	458.3	279	https://www.orthodb.org/v10?query=129671at3193	Pseudouridine synthase
129879at3193	Complete	ptg000006l	5918201	5914760	-	462.3	274	https://www.orthodb.org/v10?query=129879at3193	DNA recombination and repair protein, RecA-like
129904at3193	Complete	ptg000019l	18066222	18063174	-	422.2	217	https://www.orthodb.org/v10?query=129904at3193	DnaJ domain
130037at3193	Complete	ptg000014l	965575	977991	+	359.0	243	https://www.orthodb.org/v10?query=130037at3193	calmodulin-lysine N-methyltransferase
130311at3193	Complete	ptg000003l	2873564	2869523	-	467.2	241	https://www.orthodb.org/v10?query=130311at3193	Hemimethylated DNA-binding domain
130505at3193	Complete	ptg000010l	6432586	6443719	+	478.4	300	https://www.orthodb.org/v10?query=130505at3193	uncharacterized protein LOC110807750
130511at3193	Complete	ptg000012l	26681125	26687758	+	299.4	218	https://www.orthodb.org/v10?query=130511at3193	CD2 antigen cytoplasmic tail-binding protein 2-like
130554at3193	Complete	ptg000005l	2859755	2846602	-	494.1	334	https://www.orthodb.org/v10?query=130554at3193	ultraviolet-B receptor UVR8
130625at3193	Complete	ptg000021l	7187020	7192315	+	370.7	296	https://www.orthodb.org/v10?query=130625at3193	Myosin heavy chain-like protein
130795at3193	Complete	ptg000004l	10230266	10240519	+	417.5	241	https://www.orthodb.org/v10?query=130795at3193	nudix hydrolase 9
130835at3193	Complete	ptg000020l	15117358	15090982	-	431.8	231	https://www.orthodb.org/v10?query=130835at3193	(S)-ureidoglycine aminohydrolase
130994at3193	Complete	ptg000016l	17984209	17991083	+	375.9	225	https://www.orthodb.org/v10?query=130994at3193	OTU domain-containing protein 3 isoform X1
131273at3193	Complete	ptg000018l	3621528	3616529	-	476.7	270	https://www.orthodb.org/v10?query=131273at3193	Elongation factor Ts, mitochondrial
131396at3193	Complete	ptg000004l	589219	593158	+	496.6	265	https://www.orthodb.org/v10?query=131396at3193	protein TAB2 homolog, chloroplastic
131437at3193	Complete	ptg000004l	24741417	24746267	+	368.4	230	https://www.orthodb.org/v10?query=131437at3193	pseudouridine-5'-phosphate glycosidase
131495at3193	Complete	ptg000029l	1399607	1368918	-	532.5	311	https://www.orthodb.org/v10?query=131495at3193	tRNA pseudouridine synthase
131839at3193	Complete	ptg000007l	148109	146821	-	383.8	195	https://www.orthodb.org/v10?query=131839at3193	transcription factor MYB80
132092at3193	Complete	ptg000009l	9926870	9884299	-	479.6	255	https://www.orthodb.org/v10?query=132092at3193	Alpha/Beta hydrolase fold
132099at3193	Complete	ptg000029l	29979917	29976453	-	419.8	241	https://www.orthodb.org/v10?query=132099at3193	SURF1-like protein
132355at3193	Complete	ptg000020l	2118612	2114432	-	504.2	275	https://www.orthodb.org/v10?query=132355at3193	Electron transfer flavoprotein, alpha subunit
132496at3193	Complete	ptg000005l	18447839	18445574	-	832.7	510	https://www.orthodb.org/v10?query=132496at3193	pentatricopeptide repeat-containing protein At3g09650, chloroplastic
132714at3193	Complete	ptg000004l	8381637	8379141	-	446.1	318	https://www.orthodb.org/v10?query=132714at3193	protein plastid transcriptionally active 16, chloroplastic
133295at3193	Complete	ptg000005l	2849078	2854494	+	496.6	251	https://www.orthodb.org/v10?query=133295at3193	Glucose-6-phosphate 1-epimerase
133520at3193	Duplicated	ptg000020l	1776429	1769088	-	444.9	276	https://www.orthodb.org/v10?query=133520at3193	Leucine-rich repeat, cysteine-containing subtype
133520at3193	Duplicated	ptg000007l	1016999	1010843	-	410.3	275	https://www.orthodb.org/v10?query=133520at3193	Leucine-rich repeat, cysteine-containing subtype
133826at3193	Complete	ptg000035l	609610	602758	-	449.5	399	https://www.orthodb.org/v10?query=133826at3193	Bromodomain
134017at3193	Complete	ptg000019l	9164247	9152723	-	432.8	253	https://www.orthodb.org/v10?query=134017at3193	haloacid dehalogenase-like hydrolase domain-containing protein
134035at3193	Complete	ptg000009l	28905879	28900786	-	618.1	356	https://www.orthodb.org/v10?query=134035at3193	ultraviolet-B receptor UVR8
134135at3193	Complete	ptg000015l	3938075	3935076	-	394.5	223	https://www.orthodb.org/v10?query=134135at3193	uncharacterized protein LOC101497501
134161at3193	Complete	ptg000028l	1801395	1798462	-	373.6	242	https://www.orthodb.org/v10?query=134161at3193	2-carboxy-1,4-naphthoquinone phytyltransferase
134178at3193	Complete	ptg000012l	21975970	21973625	-	325.5	205	https://www.orthodb.org/v10?query=134178at3193	nuclear pore complex protein NUP54
134279at3193	Complete	ptg000001l	17523984	17528765	+	575.4	290	https://www.orthodb.org/v10?query=134279at3193	replication factor C subunit 3
